dataset_id;Federated dataset;Title;Description;Themes;Keywords;License;Language;Timezone;Modified;Data processed;Metadata processed;Publisher;Reference;Attributions;Created;Issued;Creator;Contributor;Contact name;Contact email;Accrual periodicity;Spatial;Temporal;Granularity;Data quality;Publisher type;Cycle de publication;Périodicité de mise à jour;Number of records;Published;Statut de publication
reglementation-travail;False;Réglementations relatives aux conditions de travail;"Réglementations relatives aux conditions de travail applicables au Groupe public ferroviaire (décret de 1999 et RH 077) et aux entreprises de transport de marchandises (décret de 2010).L'avant projet de décret socle relatif au régime de la durée du travail du personnel des entreprises ferroviaires a été adressé par le secrétaire d'Etat en charge des Transports, de la Mer et de la Pêche le 12 février 2016.L'Etat ouvre une phase de concertation susceptible de faire évoluer le texte, qui sera soumis au conseil d'état pour publication probablement mi avril 2016.
Il sera complété d'une convention collective de Branche commune à l'ensemble des entreprises de la branche et des accords propres à chaque entreprise pour adapter les règles générales à l'organisation du travail de chacune.";Social et ressources humaines;Conditions de travail,Ressources humaines,Salariés,Social,Direction Cohésion;Open Database License (ODbL);fr;;2017-04-13;2017-04-13;2021-03-30;SNCF;;;2016-02-22;2016-03-03;;;;;Sur évènement;;Depuis 1999;;;;;Irrégulière;3;True;
regularite-mensuelle-intercites;True;Régularité mensuelle Intercités;Régularité mensuelle des trains Intercités depuis janvier 2014. Sur Intercités, la régularité est calculée lors de l’arrivée du train à la dernière gare de son parcours (terminus). Ce mode de calcul, qui n’intègre pas les gares intermédiaires, propose le retard cumulé sur l’ensemble d’un trajet. L’indicateur utilisé est celui de la « régularité composite » : un train est considéré en retard s’il arrive cinq minutes après son heure prévue pour un trajet de moins de 1h30, dix minutes pour un trajet de 1h30 à 3h, et quinze minutes pour un trajet de plus de 3h. Un train supprimé avant 16h la veille de sa circulation ne sera pas comptabilisé. En revanche, si l’annonce de sa suppression n’a pu être faite la veille avant 16h, le train sera bien comptabilisé comme un train supprimé, que cette suppression soit totale ou partielle (le train a effectué qu’une partie de son parcours). Par ailleurs, des trains Intercités peuvent effectuer une partie importante de leur trajet sous service TER. Ils sont alors comptabilisés dans les données de régularité TER. Le calcul de la régularité Intercités proposé ici ne prend pas en compte la totalité des trains, mais une sélection déterminée par l’Autorité de la Qualité de Service dans les Transports (AQST). NB:  - Au 1er janvier 2020, l'ensemble des liaisons Intercités Normandie ont été transférées à TER Normandie.  - La liaison Toulouse-Matabiau - Bayonne est prolongée jusqu'à Hendaye.;Qualité de service;Régularité,Intercités,Train;Open Database License (ODbL);fr;;2024-07-18;2024-07-18;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;Mensuelle;5177;True;
regularite-mensuelle-ter;True;Régularité mensuelle TER;Régularité mensuelle TER depuis janvier 2013. Sur TER, la régularité est calculée lors de l’arrivée du train à la dernière gare de son parcours (terminus). Ce mode de calcul, qui n’intègre pas les gares intermédiaires, propose le retard cumulé sur l’ensemble d’un trajet. L’indicateur utilisé est celui de la « régularité à cinq minutes » : un train est considéré en retard s’il arrive cinq minutes après son heure prévue. Les données proposées ne sont pas détaillées par ligne TER mais agrégées pour tous les TER d’une Région. En accord avec les Régions qui sont les autorités organisatrices des transports pour TER, un train supprimé avant 16h la veille de sa circulation ne sera pas comptabilisé. En revanche, si l’annonce de sa suppression n’a pu être faite la veille avant 16h, le train sera bien comptabilisé comme un train supprimé, que cette suppression soit totale ou partielle (le train a effectué qu’une partie de son parcours).;Qualité de service;Régularité,TER,Train;Open Database License (ODbL);fr;;2024-08-01;2024-08-01;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;Mensuelle;2045;True;
reglarite-mensuelle-tgv-nationale;True;Régularité mensuelle TGV globale;Découvrez la régularité mensuelle globale TGV. La régularité TGV tient compte des différentes durées de trajet des clients (aussi appelée composite). Un train est considéré à l'heure si son retard au terminus est inférieur à 5min pour un parcours inférieur à 1h30Un train est considéré à l'heure si son retard au terminus est inférieur à 10min pour un parcours entre 1h30 et 3hUn train est considéré à l'heure si son retard au terminus est inférieur à 15min pour un parcours au-delà de 3hLes horaires d'arrivée sont également déterminés par des capteurs détectant le passage du train à un point déterminé marquant l'entrée en gare et exceptionnellement par des suivis manuel. La précision des mesures est la minute arrondie à minute inférieure, ce qui est conforme à l'ensemble des normes retenues pour la confection des horaires et chronogrammes de service. Le résultat de régularité global n’est ni la moyenne des résultats des 6 axes, ni la moyenne des résultats de l’ensemble des liaisons. En effet, le taux de régularité est le nombre de trains à l’heure à leur terminus sur le nombre de trains total ayant circulé sur le périmètre considéré. La ponctualité origine est le taux de trains partis avec moins de 1 minute de retard de leur gare origine. Pour consulter la régularité mensuelle TGV par axe cliquez ici. Pour consulter la régularité mensuelle TGV par liaison cliquez ici.;Qualité de service;TGV,Horaires,Régularité,Retards;Open Database License (ODbL);fr;;2024-07-18;2024-07-18;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;Semestrielle;114;True;
regularite-mensuelle-tgv-axes;True;Régularité mensuelle TGV par axe;Découvrez la régularité mensuelle des grands axes TGV. La régularité TGV tient compte des différentes durées de trajet des clients (aussi appelée composite). Un train est considéré à l'heure si son retard au terminus est inférieur à 5min pour un parcours inférieur à 1h30Un train est considéré à l'heure si son retard au terminus est inférieur à 10min pour un parcours entre 1h30 et 3hUn train est considéré à l'heure si son retard au terminus est inférieur à 15min pour un parcours au-delà de 3hLe 4 secteurs géographiques TGV correspondent aux quatre gares TGV parisiennes. TGV International regroupent les trains internationaux de SNCF (SVI, ALLEO, LYRIA, ELIPSOS). Les trains opérés par d'autres entreprises ferroviaires comme Thalys et Eurostar ne sont pas pris en compte. Les TGV inter secteurs, Nord < > Atlantique sont repris dans le secteur Nord, les TGV inter secteurs Est < > Nord et Est < > Atlantique dans le secteur Est, les TGV inter secteurs Atlantique < > Sud Est dans le secteur Sud Est et les TGV Rhin Rhône de province à province dans le secteur Sud Est. Les horaires d'arrivée sont également déterminés par des capteurs détectant le passage du train à un point déterminé marquant l'entrée en gare et exceptionnellement par des suivis manuel. La précision des mesures est la minute arrondie à minute inférieure, ce qui est conforme à l'ensemble des normes retenues pour la confection des horaires et chronogrammes de service.. Le résultat de régularité global n’est ni la moyenne des résultats des 6 axes, ni la moyenne des résultats de l’ensemble des liaisons. En effet, le taux de régularité est le nombre de trains à l’heure à leur terminus sur le nombre de trains total ayant circulé sur le périmètre considéré. Les chiffres de ce jeu de données ne doivent donc pas être utilisés pour calculer une régularité globale TGV.  La ponctualité origine est le taux de trains partis avec moins de 1 minute de retard de leur gare origine.  Pour consulter la régularité mensuelle globale TGV cliquez ici. Pour consulter la régularité mensuelle par liaison cliquez ici.;Qualité de service;TGV,Retards,Régularité;Open Database License (ODbL);fr;;2024-07-18;2024-07-18;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;Semestrielle;673;True;
regularite-mensuelle-tgv-aqst;True;Régularité mensuelle TGV par liaisons;Découvrez la régularité mensuelle TGV par liaisons (AQST). La régularité TGV tient compte des différentes durées de trajet des clients (aussi appelée composite). Un train est considéré à l'heure si son retard au terminus est inférieur à 5min pour un parcours inférieur à 1h30Un train est considéré à l'heure si son retard au terminus est inférieur à 10min pour un parcours entre 1h30 et 3hUn train est considéré à l'heure si son retard au terminus est inférieur à 15min pour un parcours au-delà de 3hLes horaires d'arrivée sont également déterminés par des capteurs détectant le passage du train à un point déterminé marquant l'entrée en gare et exceptionnellement par des suivis manuel. La précision des mesures est la minute arrondie à minute inférieure, ce qui est conforme à l'ensemble des normes retenues pour la confection des horaires et chronogrammes de service.  Le résultat de régularité global n’est ni la moyenne des résultats des 6 axes, ni la moyenne des résultats de l’ensemble des liaisons. En effet, le taux de régularité est le nombre de trains à l’heure à leur terminus sur le nombre de trains total ayant circulé sur le périmètre considéré. De plus, un même TGV peut compter dans plusieurs liaisons, mais il ne compte qu’une seule fois dans la régularité globale. Les chiffres de ce jeu de données ne doivent donc pas être utilisés pour calculer une régularité globale TGV ou par axe.   Pour consulter la régularité mensuelle TGV globale, cliquez ici. Pour consulter la régularité mensuelle TGV par axe, cliquez ici.;Qualité de service;Régularité,TGV,Retards,Horaires;Open Database License (ODbL);fr;;2024-07-18;2024-07-18;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;Semestrielle;9598;True;
ponctualite-mensuelle-transilien;True;Régularité mensuelle Transilien;"Ponctualité mensuelle Transilien depuis janvier 2013. Sur Transilien, la qualité de service est évaluée au regard de la ""ponctualité voyageurs"", c’est-à-dire le pourcentage de voyageurs arrivant avec un retard de moins de cinq minutes à leur gare de destination. Depuis janvier 2002, en accord avec Île-de-France Mobilités (IDFM) - anciennement Syndicat des transports d’Ile-de-France (STIF) - qui est l’autorité organisatrice des transports pour Transilien, le mode de calcul ne s’effectue plus sur la base du nombre de trains mais du nombre de voyageurs impactés. L’objectif est de refléter la réalité du parcours de chaque voyageur. Pour chaque train supprimé ou retardé de plus de cinq minutes, il est donc possible de connaître le nombre de voyageurs qui sont impactés par une perturbation.  Pour réaliser ce calcul, des agents mandatés par IDFM et Transilien réalisent des comptages permettant de connaître le nombre d’entrants et de descendants dans les gares, et cela pour tous les trains au cours de la semaine. Ces données sont actualisées en fonction des données transmises par les portiques de contrôle. NB : Du fait de la grève nationale, la ponctualité des mois de décembre 2019 et de janvier 2020 n’a pas été prise en compte.";Qualité de service;Régularité,Transilien,Ile-de-France;Open Database License (ODbL);fr;;2024-07-09;2024-07-09;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;Mensuelle;1736;True;
remuneration-2012-2015;False;Rémunération annuelle brute des agents SNCF par métier;Niveau de rémunération annuelle brute des agents SNCF par métier en début, milieu et fin de carrière. Valeurs calculée en 2016.;Social et ressources humaines;Rémunérations,Emploi,Ressources humaines,Social,Direction Cohésion;Open Database License (ODbL);fr;;2017-05-19;2017-05-19;2021-03-30;SNCF;;;2016-03-01;;;;;;Annuelle;;;;;;;;15;True;
montant-remunerations-agents;False;Rémunération mensuelle moyenne brute des agents SNCF par qualification;"Rémunération mensuelle moyenne brute des agents SNCF depuis 2010.  La rémunération mensuelle moyenne brute (en euros) est calculée à partir des rémunérations brutes imposables de chacun des mois (y compris prime de fin d’année). Elle est ramenée sur douze mois. Pour chaque mois, seule est prise en compte la rémunération des agents à temps complet présents tout le mois. 
“Agents au statut” : également désigné par “cadre permanent” à l’intérieur de SNCF, cette notion désigne une position statutaire, quelque soit le collège de l’agent, conforme aux dispositions de la directive interne RH 001 (“Statut des relations collectives entre la SNCF et son personnel”).""Agents contractuels"" : désigne un agent qui n’est pas au statut, mais et qui est lié à SNCF par un contrat de travail de droit commun. Ces données sont issues du Bilan social publié chaque année par la Direction cohésion & ressources humaines de SNCF. Le bilan social présente les données relatives à l’ensemble du personnel de l’entreprise à l’exception des médecins qui interviennent dans le cadre de la médecine du travail et de la médecine de soins des agents en activité, des stagiaires, des concierges et du personnel contractuel sous contrait aidé.  

  A partir de 2019, le type d’effectif prise en compte par
le Bilan Social a été modifié : les effectifs présentés sont les effectifs
totaux ( et non plus les effectifs « réels).";Social et ressources humaines;Social,Ressources humaines,Rémunérations,Direction Cohésion;Open Database License (ODbL);fr;;2022-01-31;2022-01-31;2022-01-31;SNCF;;;;2014-07-10;;;;;Annuelle;;Depuis 2010;;;;;Annuelle;180;True;En retard
enquetes-gares-connexions-repartition-repartition-par-classe-dage;False;Répartition des clients par âge (Enquêtes en gare);Gares & Connexions réalise régulièrement des enquêtes clients dans les gares. Ce jeu de données indique la répartition (en %) de la classe d’âge des clients dans les gares enquêtées.  Les enquêtes sont réalisées lors d’un jour ouvrable de base (très souvent le jeudi), hors veille de départ de grand week-end, hors vacances scolaires.;Gares,Comptage et flux;Gares,Gare de voyageurs,Fréquentation,Enquête Gares & Connexions;Open Database License (ODbL);fr;;2017-06-01;2017-06-07;2020-05-26;Gares & Connexions;;;;;;;;;;;;;;;;Irrégulière;375;True;
enquetes-gares-connexions-repartition-par-repartition-par-categories-socio-profe;False;Répartition des clients par catégorie socio-professionnelle (Enquêtes en gare);Gares & Connexions réalise régulièrement des enquêtes clients dans les gares. Ce jeu de données indique la répartition (en %) par Catégories Socio Professionnelles (CSP) des clients dans les gares enquêtées.  Les enquêtes sont réalisées lors d’un jour ouvrable de base (très souvent le jeudi), hors veille de départ de grand week-end, hors vacances scolaires.;Gares,Comptage et flux;Gares,Gare de voyageurs,Fréquentation,Enquête Gares & Connexions;Open Database License (ODbL);fr;;2017-06-02;2017-06-07;2020-05-26;Gares & Connexions;;;;;;;;;;;;;;;;Irrégulière;697;True;
distance-parcourue;False;Répartition des clients par distance parcourue (Enquête en gare);Gares & Connexions réalise régulièrement   des enquêtes clients dans  les gares. Ce jeu de données indique la   répartition (en %) de la distance parcourue  par les clients depuis la gare d'origine à la gare de destination dans les gares    enquêtées.  Ce jeu de données est issu d'enquêtes non régulières réalisées dans différentes gares de France.;Gares;Gares,Gares de voyageurs,Enquête Gares & Connexions;Open Database License (ODbL);fr;;2017-09-28;2018-01-18;2020-05-26;Gares & Connexions;;;;;;;;;;;;;;;;Irrégulière;497;True;
frequence-gare;False;Répartition des clients par fréquence en gare (Enquête en gare);Gares & Connexions réalise régulièrement  des enquêtes clients dans  les gares. Ce jeu de données indique la  répartition (en %) par fréquentation des clients dans les gares   enquêtées.  Ce jeu de données est issu d'enquêtes non régulières réalisées dans différentes gares de France.;Gares;Gares,Gares de voyageurs,Enquête Gares & Connexions;Open Database License (ODbL);fr;;2017-09-28;2018-01-18;2020-05-26;Gares & Connexions;;;;;;;;;;;;;;;;Irrégulière;298;True;
enquetes-gares-connexions-repartition-homme-femme;False;Répartition des clients par genre  (Enquêtes en gare);Gares & Connexions réalise régulièrement des enquêtes clients dans les gares. Ce jeu de données indique la répartition (en %)  Homme / Femme dans les gares enquêtées.  Les enquêtes sont réalisées lors d’un jour ouvrable de base (très souvent le jeudi), hors veille de départ de grand week-end, hors vacances scolaires.;Gares,Comptage et flux;Gare de voyageurs,Gares,Fréquentation,Enquête Gares & Connexions;Open Database License (ODbL);fr;;2017-05-29;2017-06-07;2020-05-26;Gares & Connexions;;;;;;;;;;;;;;;;Irrégulière;106;True;
motif-deplacement;False;Répartition des clients par motif de déplacement (Enquête en gare);Gares & Connexions réalise régulièrement des enquêtes clients dans  les gares. Ce jeu de données indique la répartition (en %) par motifs de déplacement des clients dans les gares  enquêtées.  Ce jeu de données est issu d'enquêtes non régulières réalisées dans différentes gares de France.;Gares;Enquête Gares & Connexions,Gare de voyageurs,Gares;Open Database License (ODbL);fr;;2017-09-28;2018-01-18;2020-05-26;Gares & Connexions;;;;;;;;;;;;;;;;Irrégulière;284;True;
types-de-clients-dans-les-gares;False;Répartition des clients par type (Enquêtes en gare);Gares & Connexions réalise régulièrement des enquêtes clients dans les gares. Ce jeu de données indique la répartition (en %) des types de clients (Arrivant, Partant, Correspondant, Non-voyageur) dans les gares enquêtées.  Les enquêtes sont réalisées lors d’un jour ouvrable de base (très souvent le jeudi), hors veille de départ de grand week-end, hors vacances scolaires.;Gares,Comptage et flux;Gare de voyageurs,Gares,Fréquentation,Enquête Gares & Connexions;Open Database License (ODbL);fr;;2017-06-16;2017-06-16;2020-05-26;Gares & Connexions;;;;;;;;;;;;;;;;Irrégulière;234;True;
intermodalite;False;Répartition des clients selon l'intermodalité (Enquête en gare);Gares & Connexions réalise régulièrement  des enquêtes clients dans  les gares. Ce jeu de données indique la  répartition (en %) des modes de transport des clients pour se rendre en gare dans les gares   enquêtées.  Ce jeu de données est issu d'enquêtes non régulières réalisées dans différentes gares de France.;Gares;Enquête Gares & Connexions,Gare de voyageurs,Gares;Open Database License (ODbL);fr;;2017-09-28;2018-01-18;2020-05-26;Gares & Connexions;;;;;;;;;;;;;;;;Irrégulière;439;True;
repartition-des-distances-dacces-a-la-gare-enquetes-en-gare;False;Répartition des distances d’accès à la gare (Enquêtes en gare);Gares & Connexions réalise régulièrement des enquêtes clients dans les gares. Ce jeu de données indique la répartition (en %) des distances parcourues entre le point de départ ou le point d’arrivée et la gare enquêtée.  Ces informations sont obtenues à partir des enquêtes réalisées en gare lors d’un jour ouvrable de base (très souvent le jeudi), hors veille de départ de grand week-end, hors vacances scolaires.;Gares,Comptage et flux;Gare de voyageurs,Gares de voyageurs,Fréquentation,Enquête Gares & Connexions;Open Database License (ODbL);fr;;2017-07-13;2017-07-13;2020-05-26;Gares & Connexions;;;;;;;;;;;;;;;;Irrégulière;592;True;
repartition-de-lutilisation-des-moyens-dacces-ou-de-diffusion-a-la-gare-enquetes;False;Répartition des modes d'accès (rabattement et diffusion) à la gare (Enquêtes en gare);Gares & Connexions réalise régulièrement des enquêtes clients dans les gares. Ce jeu de données indique la répartition (en %) de l’utilisation des modes de transports que les voyageurs ou non voyageurs utilisent pour se rendre ou quitter la gare enquêtée.  Ces informations sont obtenues à partir des enquêtes réalisées en gare lors d’un jour ouvrable de base (très souvent le jeudi), hors veille de départ de grand week-end, hors vacances scolaires.;Gares,Comptage et flux;Gare de voyageurs,Gares de voyageurs,Fréquentation,Enquête Gares & Connexions;Open Database License (ODbL);fr;;2017-10-04;2017-10-05;2020-05-26;Gares & Connexions;;;;;;;;;;;;;;;;Irrégulière;458;True;
repartition-des-motifs-de-deplacements-des-voyageurs-et-non-voyageurs-enquetes-e;False;Répartition des motifs de déplacements des voyageurs et non voyageurs (Enquêtes en gare);Gares & Connexions réalise régulièrement des enquêtes clients dans les gares. Ce jeu de données indique la répartition (en %) des motifs de déplacements en gare des voyageurs ou non voyageurs.  Ces informations sont obtenues à partir des enquêtes réalisées en gare lors d’un jour ouvrable de base (très souvent le jeudi), hors veille de départ de grand week-end, hors vacances scolaires.;Gares,Comptage et flux;Gare de voyageurs,Gares de voyageurs,Fréquentation,Enquête Gares & Connexions;Open Database License (ODbL);fr;;2017-10-03;2017-10-03;2020-05-26;Gares & Connexions;;;;;;;;;;;;;;;;Irrégulière;282;True;
temps-de-precaution-en-gare;False;Répartition des partants par plage de temps de précaution (Enquêtes en gare);Gares & Connexions réalise régulièrement des enquêtes clients dans les gares. Ce jeu de données indique la répartition (en %) des partants par plage de temps de précaution (c’est-à-dire combien de temps les voyageurs partants arrivent en gare avant le départ de leur train).  Ces informations sont obtenues à partir des enquêtes réalisées en gare lors d’un jour ouvrable de base (très souvent le jeudi), hors veille de départ de grand week-end, hors vacances scolaires.;Gares,Comptage et flux;Gare de voyageurs,Gares de voyageurs,Fréquentation,Enquête Gares & Connexions;Open Database License (ODbL);fr;;2017-06-16;2017-06-16;2020-05-26;Gares & Connexions;;;;;;;;;;;;;;;;Irrégulière;334;True;
source-ca-2015;False;Répartition du chiffre d'affaires (en milliards d'euros) du groupe SNCF par métier en 2015;Source du chiffre d'affaire 2015 (en milliards d'euros).  NB : les normes comptables appliquées ici sont les normes françaises avant 2007 et IFRS ensuite;Informations institutionnelles et financières;Chiffre d'affaire,SNCF;Open Database License (ODbL);fr;;2017-05-17;2017-05-17;2021-03-31;SNCF;;;;;;;;;;;;;;;;;5;True;
repartition-age-effectif;False;Répartition par âge de l'effectif;"Répartition par âge de l’effectif au 31 décembre depuis 2010.  Pour les agents de conduite, l’utilisation de tranche d’âge différentes des autres collèges (de 45 à 49 ans et 50 ans et plus) a pour objectif d’intégrer les spécificités du régime spécial de retraite des cheminots 
""Agents au statut"" : également désigné par ""cadre permanent"" à l’intérieur de SNCF, cette notion désigne une position statutaire, quelque soit le collège de l’agent, conforme aux dispositions de la directive interne RH 001 (""Statut des relations collectives entre la SNCF et son personnel"").""Agents contractuels"" : désigne un agent qui n’est pas au statut, mais et qui est lié à SNCF par un contrat de travail de droit commun.
""Collège"" : classification selon les collèges de représentation du personnel, à savoir ""exécution"", ""maîtrise"" et ""cadre"".Le personnel roulant comprend les agents de conduite (""exécution roulants conduite"") et les chefs de bord (""exécution roulants trains""). Ces données sont issues du Bilan social publié chaque année par la Direction cohésion & ressources humaines de SNCF. Le bilan social présente les données relatives à l’ensemble du personnel de l’entreprise à l’exception des médecins qui interviennent dans le cadre de la médecine du travail et de la médecine de soins des agents en activité, des stagiaires, des concierges et du personnel contractuel sous contrait aidé.  

  A partir de 2019, le type d’effectif prise en compte par
le Bilan Social a été modifié : les effectifs présentés sont les effectifs
totaux ( et non plus les effectifs « réels).";Social et ressources humaines;Social,Ressources humaines,Direction Cohésion;Open Database License (ODbL);fr;;2023-01-03;2023-01-03;2023-01-03;SNCF;;;;2014-07-10;;;;;Annuelle;;Depuis 2010;;;;;Annuelle;760;True;En retard
repartition-genre-effectif;False;​Répartition par genre de l’effectif;"Répartition par genre de l’effectif au 31 décembre depuis 2010.  Précisions spécifiques sur les ressources humaines au sein de SNCF :
""Agents au statut"" : également désigné par ""cadre permanent"" à l’intérieur de SNCF, cette notion désigne une position statutaire, quelque soit le collège de l’agent, conforme aux dispositions de la directive interne RH 001 (""Statut des relations collectives entre la SNCF et son personnel"").""Agents contractuels"" : désigne un agent qui n’est pas au statut, mais et qui est lié à SNCF par un contrat de travail de droit commun. Ces données sont issues du Bilan social publié chaque année par la Direction cohésion & ressources humaines de SNCF. Le bilan social présente les données relatives à l’ensemble du personnel de l’entreprise à l’exception des médecins qui interviennent dans le cadre de la médecine du travail et de la médecine de soins des agents en activité, des stagiaires, des concierges et du personnel contractuel sous contrait aidé.
A partir de 2019, le type d’effectif prise en compte par
le Bilan Social a été modifié : les effectifs présentés sont les effectifs
totaux ( et non plus les effectifs « réels).";Social et ressources humaines;Social,Ressources humaines,Effectifs,Direction Cohésion;Open Database License (ODbL);fr;;2023-01-04;2023-01-04;2023-01-04;SNCF;;;2014-07-07;;Direction cohésion & ressources humaines;;;;Annuelle;;Depuis 2010;;;;;Annuelle;48;True;En retard
resultat-2017-cco;True;Résultat CCO du groupe SNCF Réseau depuis 2015;Résultat depuis 2015 issu des Rapports Financiers du groupe SNCF Réseau au 31 décembre de chaque année(Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales).;Réseau;SNCF RESEAU,Comptes Consolidés,Compte de résultat;Open Database License (ODbL);fr;;2022-03-24;2021-06-29;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;23;True;En retard
resultat-financier-2017-cso;True;Résultat financier CSO de SNCF Réseau depuis 2015;Résultat financier depuis 2015 issu du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes sociaux de l'EPIC SNCF RÉSEAU);Réseau;SNCF RESEAU,Comptes Sociaux,Compte de résultat;Open Database License (ODbL);fr;;2022-03-24;2021-07-01;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;6;True;En retard
resultat-global-2017-cco;True;Résultat global CCO du groupe SNCF Réseau depuis 2015;Résultat Global depuis 2015 issu des Rapports Financiers du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales).;Réseau;SNCF RESEAU,Comptes Consolidés,Compte de résultat;Open Database License (ODbL);fr;;2022-03-24;2021-06-29;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;11;True;En retard
resultats-elections-ce;False;Résultats des élections au Comité d'Entreprise;Résultats des élections des membres du Comité d’Entreprise depuis 1996.;Social et ressources humaines;Social,Elections,Comité d'entreprise,Direction Cohésion;Open Database License (ODbL);fr;;2022-12-01;2022-12-01;2022-12-01;SNCF;;;;2016-03-03;;;;;Annuelle;;Depuis 1996;SNCF;;;;Irrégulière;12;True;
reutilisations-open-data;False;Réutilisations de données Open Data SNCF;Ce jeu de données répertorie les réutilisations que nous avons pu identifier utilisant des données SNCF. Il sera mis à jour régulièrement.  Si vous avez d'autres réutilisations à nous indiquer, n'hésitez pas à nous les soumettre via  l'adresse open-data@sncf.fr.  Par ailleurs, si vous identifiez une réutilisation qui n'utilise en réalité pas, ou plus, les données de la SNCF, n'hésitez pas à nous la signaler.;Informations Institutionnelles;Réutilisations;Open Data Commons Open Database License (ODbL);fr;;2023-09-05;2023-09-05;2023-09-05;SNCF;;;2020-04-16;2020-04-16;;;;;;;;;;;Finalisé;Irrégulière;161;True;
saisines-avis-mediateur-sncf;False;Saisines et avis du Médiateur SNCF;Ces données sont issues des rapports annuels du Médiateur SNCF.  La Médiation SNCF permet aux voyageurs de demander un deuxième avis sur leurs réclamations. Elle constitue un mode de règlement simple et gratuit des litiges entre SNCF et ses clients.;Informations Institutionnelles;Médiateur,Litiges;Open Database License (ODbL);fr;;2023-07-04;2023-07-04;2023-07-04;SNCF;;;;;;;;;Annuelle;;Depuis 1994;;;;;Annuelle;29;True;En retard
gares-pianos;False;Services d'attente en gare;Ce jeu de données présente, pour chaque gare, le nombre de services suivants mis à disposition :  pianos en libre-service,babyfoot,distributeurs d'histoires courtes,recharges Power & Station (vélos pour recharger son smartphone ou sa tablette).;Services gare;Gare de voyageurs,Loisirs,Services en gare;Open Database License (ODbL);fr;;2020-01-13;2020-01-13;2020-09-30;Gares & Connexions;;;;;;;;;Mensuelle;;;Par gare;;;;Annuelle;108;True;En retard
services-dassistance-dans-les-gares-transilien;True;Services d’assistance dans les gares Transilien;"Ce jeu de données décrit le niveau de service d'assistance assuré en gare pour chacun des 4 handicaps suivants : Handicap moteurHandicap visuelHandicap auditifHandicap mentalLe niveau de service est matérialisé par les quatre modalités suivantes pour le handicap concerné : 
0. Gare non accessible
 1. Gare accessible en toute autonomie
 2. Gare accessible avec l’aide d’un agent (service garanti sur réservation)
 3. Gare non accessible mais un moyen de substitution est disponible (service de transport routier de substitution sur réservation qui amène le voyageur à la gare accessible la plus proche ou report sur le réseau bus RATP accessible)";Services voyageurs;Accessibilité,Transilien,Gare de voyageurs;Open Database License (ODbL);;;2018-01-12;2021-12-02;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;Annuelle;472;True;En retard
temps-reel-siri-sx-lite;True;SIRI SX LITE et GTFS RT Service Alerts - informations en temps réel sur les trains;"Ce jeu de données, en temps réel, vous permettra d'accéder, sous le format SIRI SX Lite et GTFS-RT SA, au flux des messages d'incidents affectés aux circulations TGV, Intercités et TER.    Les informations sont fournies toutes les 2 minutes, disponibles dans les liens suivants :  

pour le GTFS-RT SA : https://proxy.transport.data.gouv.fr/resource/sncf-gtfs-rt-service-alertspour le SIRI SX LITE : https://proxy.transport.data.gouv.fr/resource/sncf-siri-lite-situation-exchange
Ce lien est repris dans les jeux de données horaires TGV, TER et Intercités.   Pour faire le lien avec les fichiers statiques (GTFS et NeTEx) et dynamiques (GTFS-RT TripUpdates), l'identifiant commun des circulations est le numéro commercial du train, que vous trouverez dans <VehiculeJourneyRef> dans le SIRI SX et dans <trip> pour le GTFS-RT SA.   Il s'agit d'une première publication de ce flux, nous vous remercions de vos futurs retours et contributions.  Précisions concernant le flux : périmètre : circulations actives ou à venir sur les périmètres TER, Intercités et TGV, et incluant OUIGO fréquence de mise à jour : 2 minutesnon inclus dans le périmètre : Transilien, autres circulations opérées par le groupe SNCF (notamment Thalys et Eurostar)  Pour toute précision, merci d'adresser un mail directement à data_office_secretariat_general_sa_voyageurs@sncf.fr.";Systèmes d'information,Services voyageurs;Temps réel,information voyageurs,TGV,Intercités,Ouigo,TER,SIRI LITE;Open Database License (ODbL);fr;;2024-05-28;;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;Minute;0;True;
sites-de-livraison-sncf-ti-geoparts-v2;True;Sites de livraison des Technicentres SNCF;"Liste des points de livraison des technicentres SNCF avec leurs 
principales caractéristiques (horaires d'ouverture, adresses, 
coordonnées GPS, etc.).";matériel roulant;Points de livraison,Technicentres industriels,Matériel roulant;Open Database License (ODbL);fr;;2024-07-03;2024-07-03;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;Annuelle;89;True;
